fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.0,1.0,0.6,1.0,1
6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.0,1.0,0.81,1.0,1
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.0,0.0,0.48,1.0,0
7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.0,1.0,0.5,1.0,0
7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.0,0.0,0.39,1.0,1
6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.0,1.0,0.7,1.0,1
6.7,0.25,0.74,19.4,0.054000000000000006,44.0,169.0,1.0,1.0,0.45,1.0,1
6.5,0.26,0.74,13.3,0.044000000000000004,68.0,224.0,0.0,1.0,0.54,1.0,1
7.9,0.16,0.74,17.85,0.037000000000000005,52.0,187.0,0.0,0.0,0.41,1.0,0
5.6,0.185,0.49,1.1,0.03,28.0,117.0,0.0,1.0,0.45,1.0,1
7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.0,1.0,0.62,1.0,0
8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.0,1.0,0.48,1.0,0
8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.0,1.0,0.38,1.0,1
7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.0,1.0,0.38,1.0,1
7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.0,1.0,0.38,1.0,1
6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.0,1.0,0.32,1.0,0
6.8,0.27,0.49,1.2,0.044000000000000004,35.0,126.0,0.0,1.0,0.48,1.0,1
7.7,0.27,0.49,1.8,0.040999999999999995,23.0,86.0,0.0,1.0,0.42,1.0,1
6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.0,1.0,0.6,1.0,1
7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.0,0.0,0.32,1.0,1
8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.0,1.0,0.37,1.0,0
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.0,1.0,0.36,1.0,0
6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.0,1.0,0.34,1.0,1
7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.0,1.0,0.38,1.0,1
9.2,0.18,0.49,1.5,0.040999999999999995,39.0,130.0,0.0,1.0,0.49,1.0,1
8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.0,1.0,0.52,1.0,1
7.8,0.26,0.74,7.5,0.044000000000000004,59.0,160.0,0.0,1.0,0.64,1.0,1
6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.0,1.0,0.44,1.0,1
7.9,0.2,0.49,1.6,0.053,15.0,144.0,0.0,1.0,0.47,1.0,0
8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.0,1.0,0.48,1.0,0
8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.0,1.0,0.51,1.0,1
7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.0,0.0,0.32,1.0,1
7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.0,1.0,0.28,1.0,1
7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.0,0.0,0.32,1.0,1
7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.0,1.0,0.77,1.0,1
8.2,0.22,0.49,9.6,0.037000000000000005,53.0,154.0,0.0,1.0,0.33,1.0,1
8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.0,1.0,0.33,1.0,1
8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.0,1.0,0.34,1.0,1
8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.0,1.0,0.37,1.0,0
8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.0,1.0,0.37,1.0,1
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.0,1.0,0.36,1.0,0
6.9,0.21,0.49,1.4,0.040999999999999995,15.0,164.0,0.0,1.0,0.63,1.0,0
8.0,0.25,0.49,9.0,0.044000000000000004,31.0,185.0,0.0,1.0,0.49,1.0,1
6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.0,1.0,0.39,0.0,1
7.2,0.27,0.74,12.5,0.037000000000000005,47.0,156.0,0.0,1.0,0.44,0.0,0
14.2,0.27,0.49,1.1,0.037000000000000005,33.0,156.0,0.0,1.0,0.54,1.0,1
7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.0,1.0,0.55,1.0,1
7.4,0.27,0.49,1.1,0.037000000000000005,33.0,156.0,0.0,1.0,0.54,1.0,1
6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.0,1.0,0.39,0.0,1
7.2,0.27,0.74,12.5,0.037000000000000005,47.0,156.0,0.0,1.0,0.44,0.0,0
8.1,0.3,0.49,8.1,0.037000000000000005,26.0,174.0,0.0,1.0,0.3,1.0,1
7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.0,1.0,0.3,1.0,1
7.3,0.26,0.49,5.0,0.027999999999999997,32.0,107.0,0.0,1.0,0.54,1.0,1
7.1,0.18,0.74,15.6,0.044000000000000004,44.0,176.0,0.0,1.0,0.67,1.0,1
8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.0,1.0,0.4,1.0,1
8.9,0.13,0.49,1.0,0.027999999999999997,6.0,24.0,0.0,0.0,0.32,1.0,0
8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.0,1.0,0.41,1.0,1
6.0,0.17,0.49,1.0,0.034,26.0,106.0,0.0,1.0,0.42,1.0,1
7.3,0.26,0.49,5.0,0.027999999999999997,32.0,107.0,0.0,1.0,0.54,1.0,1
7.1,0.18,0.74,15.6,0.044000000000000004,44.0,176.0,0.0,1.0,0.67,1.0,1
7.1,0.53,0.24,0.8,0.028999999999999998,29.0,86.0,0.0,1.0,0.32,1.0,0
7.2,0.16,0.49,1.3,0.037000000000000005,27.0,104.0,0.0,1.0,0.57,1.0,1
7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.0,1.0,0.72,1.0,1
8.9,0.13,0.49,1.0,0.027999999999999997,6.0,24.0,0.0,0.0,0.32,1.0,0
7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.0,1.0,0.47,1.0,1
6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.0,1.0,0.45,1.0,1
6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.0,1.0,0.45,1.0,1
7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.0,1.0,0.59,1.0,1
8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.0,1.0,0.4,1.0,1
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.0,1.0,0.48,1.0,1
6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.0,1.0,0.31,0.0,1
7.3,0.21,0.49,1.8,0.038,44.0,152.0,0.0,1.0,0.44,1.0,1
6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.0,1.0,0.63,1.0,1
7.9,0.42,0.49,8.2,0.055999999999999994,32.0,164.0,0.0,1.0,0.6,1.0,1
6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.0,1.0,0.57,1.0,1
7.6,0.23,0.49,10.0,0.036000000000000004,45.0,182.0,0.0,1.0,0.58,1.0,1
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.0,1.0,0.48,1.0,1
6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.0,1.0,0.57,1.0,0
8.8,0.35,0.49,1.0,0.036000000000000004,14.0,56.0,0.0,0.0,0.33,1.0,0
7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.0,1.0,0.52,1.0,1
9.1,0.28,0.49,2.0,0.059000000000000004,10.0,112.0,0.0,1.0,0.46,1.0,0
7.1,0.34,0.49,1.5,0.027000000000000003,26.0,126.0,0.0,1.0,0.33,1.0,1
7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.0,1.0,0.52,1.0,1
9.1,0.28,0.49,2.0,0.059000000000000004,10.0,112.0,0.0,1.0,0.46,1.0,0
8.5,0.19,0.49,3.5,0.044000000000000004,29.0,117.0,0.0,1.0,0.51,1.0,1
7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.0,1.0,0.41,1.0,0
7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.0,1.0,0.44,1.0,0
7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.0,1.0,0.58,1.0,1
6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.0,1.0,0.46,1.0,0
6.6,0.3,0.74,4.6,0.040999999999999995,36.0,159.0,0.0,1.0,0.45,1.0,0
7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.0,1.0,0.58,1.0,1
6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.0,1.0,0.5,1.0,1
7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.0,1.0,0.35,1.0,0
8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.0,0.0,0.34,1.0,0
6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.0,1.0,0.76,1.0,1
6.2,0.27,0.49,1.4,0.05,20.0,74.0,0.0,1.0,0.44,1.0,1
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.0,1.0,0.58,1.0,0
6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.0,1.0,0.68,1.0,0
7.6,0.31,0.49,13.4,0.062,50.0,191.0,0.0,1.0,0.53,1.0,0
9.8,0.31,0.49,15.4,0.046,13.0,119.0,1.0,1.0,0.45,1.0,0
9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.0,0.0,0.32,1.0,1
8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.0,1.0,0.33,1.0,1
6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.0,1.0,0.68,1.0,0
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.0,1.0,0.42,1.0,1
7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.0,1.0,0.4,0.0,0
9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.0,1.0,0.46,1.0,0
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.0,1.0,0.42,1.0,1
7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.0,1.0,0.4,0.0,0
7.0,0.27,0.74,1.5,0.036000000000000004,27.0,122.0,0.0,1.0,0.48,1.0,1
7.9,0.14,0.74,1.2,0.027999999999999997,30.0,165.0,0.0,1.0,0.82,1.0,1
6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.0,1.0,0.44,1.0,1
6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.0,1.0,0.41,1.0,1
8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.0,1.0,0.59,1.0,1
7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.0,0.0,0.4,1.0,1
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.0,1.0,0.43,1.0,1
6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.0,1.0,0.3,1.0,0
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.0,1.0,0.43,1.0,1
6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.0,1.0,0.39,1.0,1
6.7,0.33,0.49,1.6,0.16699999999999998,20.0,94.0,0.0,1.0,0.5,1.0,1
7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.0,0.0,0.4,1.0,1
8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.0,1.0,0.52,1.0,1
5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.0,1.0,0.36,1.0,0
5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.0,1.0,0.5,1.0,1
6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.0,1.0,0.35,1.0,0
7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.0,1.0,0.42,1.0,1
7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.0,1.0,0.46,1.0,1
5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.0,1.0,0.38,1.0,1
6.9,0.27,0.49,23.5,0.057,59.0,235.0,1.0,0.0,0.47,0.0,0
8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.0,1.0,0.46,1.0,1
7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.0,1.0,0.46,1.0,1
8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.0,1.0,0.34,1.0,1
7.8,0.26,0.49,3.2,0.027000000000000003,28.0,87.0,0.0,1.0,0.32,1.0,1
8.0,0.14,0.49,1.5,0.035,42.0,120.0,0.0,1.0,0.4,1.0,1
8.0,0.29,0.49,11.7,0.035,40.0,131.0,0.0,1.0,0.34,1.0,0
7.5,0.19,0.49,1.6,0.047,42.0,140.0,0.0,1.0,0.47,1.0,1
6.9,0.34,0.49,7.3,0.045,61.0,206.0,0.0,1.0,0.4,1.0,1
6.2,0.2,0.49,1.6,0.065,17.0,143.0,0.0,1.0,0.52,1.0,1
6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.0,1.0,0.48,0.0,1
6.2,0.22,0.49,6.0,0.028999999999999998,31.0,128.0,0.0,1.0,0.36,1.0,1
7.8,0.26,0.49,3.2,0.027000000000000003,28.0,87.0,0.0,1.0,0.32,1.0,1
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.0,1.0,0.34,1.0,0
6.5,0.44,0.49,7.7,0.045,16.0,169.0,0.0,1.0,0.37,0.0,1
7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.0,1.0,0.36,1.0,1
9.0,0.17,0.49,1.0,0.039,46.0,131.0,0.0,1.0,0.51,1.0,1
6.4,0.26,0.49,6.4,0.037000000000000005,37.0,161.0,0.0,1.0,0.53,1.0,1
9.0,0.22,0.49,10.4,0.048,52.0,195.0,0.0,1.0,0.44,1.0,1
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.0,1.0,0.34,1.0,0
8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.0,1.0,0.35,1.0,1
7.8,0.15,0.24,7.7,0.047,21.0,98.0,0.0,0.0,0.31,1.0,1
6.9,0.25,0.24,1.8,0.053,6.0,121.0,0.0,1.0,0.7,1.0,0
8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.0,1.0,0.35,1.0,1
7.1,0.28,0.49,6.5,0.040999999999999995,28.0,111.0,0.0,1.0,0.58,1.0,1
7.4,0.19,0.49,6.7,0.037000000000000005,15.0,110.0,0.0,1.0,0.38,1.0,1
8.3,0.25,0.49,16.8,0.048,50.0,228.0,1.0,1.0,0.52,1.0,1
7.5,0.14,0.74,1.6,0.035,21.0,126.0,0.0,1.0,0.45,1.0,1
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.0,1.0,0.33,1.0,0
8.1,0.12,0.49,1.2,0.042,43.0,160.0,0.0,1.0,0.48,1.0,1
7.6,0.47,0.49,13.0,0.239,42.0,220.0,0.0,0.0,0.51,1.0,0
7.9,0.22,0.49,3.8,0.042,26.0,105.0,0.0,1.0,0.39,1.0,0
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.0,1.0,0.33,1.0,0
6.4,0.22,0.49,7.5,0.054000000000000006,42.0,151.0,0.0,1.0,0.52,1.0,1
7.3,0.19,0.49,15.55,0.057999999999999996,50.0,134.0,0.0,1.0,0.36,1.0,1
8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.0,1.0,0.57,1.0,1
7.3,0.19,0.49,15.55,0.057999999999999996,50.0,134.0,0.0,1.0,0.36,1.0,1
7.5,0.24,0.49,9.4,0.048,50.0,149.0,0.0,1.0,0.59,1.0,1
6.4,0.22,0.49,7.5,0.054000000000000006,42.0,151.0,0.0,1.0,0.52,1.0,1
7.8,0.21,0.49,1.2,0.036000000000000004,20.0,99.0,0.0,1.0,0.28,1.0,1
7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.0,1.0,0.59,1.0,0
6.9,0.26,0.49,1.6,0.057999999999999996,39.0,166.0,0.0,1.0,0.52,1.0,0
7.6,0.31,0.49,3.95,0.044000000000000004,27.0,131.0,0.0,1.0,0.67,1.0,1
6.4,0.42,0.74,12.8,0.076,48.0,209.0,0.0,1.0,0.58,1.0,1
8.2,0.29,0.49,1.0,0.044000000000000004,29.0,118.0,0.0,1.0,0.36,1.0,0
7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0,1.0,0.38,0.0,1
6.6,0.46,0.49,7.4,0.052000000000000005,19.0,184.0,0.0,1.0,0.38,1.0,0
7.8,0.28,0.49,1.3,0.046,27.0,142.0,0.0,1.0,0.59,1.0,0
5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.0,1.0,0.48,1.0,0
7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.0,1.0,0.58,1.0,1
6.6,0.31,0.49,7.7,0.05,52.0,220.0,0.0,1.0,0.45,0.0,0
6.6,0.325,0.49,7.7,0.049,53.0,217.0,0.0,1.0,0.4,1.0,0
6.6,0.27,0.49,7.8,0.049,62.0,217.0,0.0,1.0,0.45,1.0,1
6.7,0.26,0.49,8.3,0.047,54.0,191.0,0.0,1.0,0.4,1.0,1
6.7,0.21,0.49,1.4,0.047,30.0,114.0,0.0,0.0,0.42,1.0,1
7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0,1.0,0.38,0.0,1
8.1,0.28,0.46,15.4,0.059000000000000004,32.0,177.0,1.0,1.0,0.58,1.0,0
6.5,0.13,0.37,1.0,0.036000000000000004,48.0,114.0,0.0,1.0,0.51,1.0,1
7.8,0.445,0.56,1.0,0.04,8.0,84.0,0.0,1.0,0.43,1.0,0
8.8,0.39,0.34,5.9,0.055,33.0,128.0,0.0,0.0,0.51,1.0,1
7.9,0.18,0.33,1.2,0.033,20.0,72.0,0.0,1.0,0.38,1.0,1
7.1,0.31,0.38,1.2,0.036000000000000004,10.0,124.0,0.0,1.0,0.44,1.0,1
7.8,0.24,0.18,6.7,0.046,33.0,160.0,0.0,1.0,0.56,1.0,1
7.0,0.35,0.3,6.5,0.027999999999999997,27.0,87.0,0.0,1.0,0.42,1.0,1
6.6,0.26,0.31,4.8,0.138,41.0,168.0,0.0,1.0,0.38,1.0,0
6.6,0.27,0.31,5.3,0.13699999999999998,35.0,163.0,0.0,1.0,0.38,1.0,0
6.8,0.22,0.29,8.9,0.046,82.0,188.0,0.0,1.0,0.44,1.0,1
6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.0,1.0,0.47,0.0,0
7.0,0.35,0.3,6.5,0.027999999999999997,27.0,87.0,0.0,1.0,0.42,1.0,1
7.3,0.23,0.37,1.8,0.032,60.0,156.0,0.0,1.0,0.35,1.0,1
6.2,0.3,0.2,6.6,0.045,42.0,170.0,0.0,1.0,0.45,1.0,1
6.4,0.35,0.2,5.7,0.034,18.0,117.0,0.0,1.0,0.43,1.0,0
7.6,0.32,0.34,18.35,0.054000000000000006,44.0,197.0,1.0,1.0,0.55,1.0,0
6.3,0.31,0.3,10.0,0.046,49.0,212.0,0.0,1.0,0.55,1.0,1
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.0,1.0,0.38,1.0,1
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.0,1.0,0.38,1.0,1
7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0,1.0,0.44,1.0,1
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.0,1.0,0.38,1.0,1
7.4,0.26,0.37,9.4,0.047,42.0,147.0,0.0,1.0,0.72,1.0,0
7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0,1.0,0.44,1.0,1
6.7,0.25,0.26,1.55,0.040999999999999995,118.5,216.0,0.0,1.0,0.63,1.0,0
7.1,0.16,0.25,1.3,0.034,28.0,123.0,0.0,1.0,0.55,1.0,1
9.0,0.43,0.3,1.5,0.05,7.0,175.0,0.0,1.0,0.45,1.0,0
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.0,1.0,0.38,1.0,1
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.0,1.0,0.49,1.0,1
6.7,0.265,0.22,8.6,0.048,54.0,198.0,0.0,1.0,0.41,1.0,0
7.7,0.12,0.32,1.4,0.06,47.0,150.0,0.0,1.0,0.42,1.0,1
7.2,0.21,0.33,3.0,0.036000000000000004,35.0,132.0,0.0,1.0,0.4,1.0,1
8.5,0.32,0.36,14.9,0.040999999999999995,47.0,190.0,0.0,1.0,0.31,1.0,1
6.9,0.18,0.3,2.0,0.038,39.0,190.0,0.0,1.0,0.37,1.0,1
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.0,1.0,0.49,1.0,1
6.3,0.26,0.29,2.2,0.043,35.0,175.0,0.0,1.0,0.43,1.0,1
6.7,0.26,0.3,1.8,0.043,25.0,121.0,0.0,1.0,0.61,1.0,1
7.9,0.29,0.36,11.1,0.033,43.0,208.0,0.0,1.0,0.46,1.0,0
6.5,0.27,0.19,4.2,0.046,6.0,114.0,0.0,1.0,0.35,0.0,0
6.7,0.33,0.42,6.4,0.057999999999999996,27.0,151.0,0.0,1.0,0.44,1.0,0
6.7,0.31,0.42,6.4,0.057,25.0,148.0,0.0,1.0,0.45,1.0,0
6.6,0.25,0.31,1.5,0.035,32.0,127.0,0.0,1.0,0.47,1.0,1
6.4,0.24,0.22,1.5,0.038,38.0,157.0,0.0,1.0,0.55,1.0,1
6.8,0.26,0.29,16.95,0.055999999999999994,48.0,179.0,0.0,1.0,0.4,1.0,0
7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.0,1.0,0.6,1.0,0
6.8,0.22,0.3,13.6,0.055,50.0,180.0,0.0,1.0,0.39,1.0,0
8.1,0.31,0.24,1.6,0.032,10.0,67.0,0.0,1.0,0.47,1.0,0
7.0,0.2,0.3,6.1,0.037000000000000005,31.0,120.0,0.0,1.0,0.51,1.0,0
7.9,0.18,0.37,3.0,0.061,25.0,178.0,0.0,1.0,0.51,1.0,1
6.6,0.34,0.27,6.2,0.059000000000000004,23.0,136.0,0.0,1.0,0.49,1.0,1
6.8,0.3,0.24,6.6,0.12300000000000001,35.0,116.0,0.0,1.0,0.48,1.0,0
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.0,1.0,0.59,1.0,1
7.0,0.21,0.31,6.0,0.046,29.0,108.0,0.0,1.0,0.5,1.0,1
6.8,0.27,0.32,1.5,0.044000000000000004,19.0,142.0,0.0,1.0,0.43,1.0,1
9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.0,1.0,0.43,1.0,0
5.8,0.23,0.27,1.8,0.043,24.0,69.0,0.0,1.0,0.31,1.0,1
7.6,0.2,0.39,2.6,0.044000000000000004,30.0,180.0,0.0,1.0,0.44,1.0,1
8.2,0.15,0.48,2.7,0.052000000000000005,24.0,190.0,0.0,1.0,0.45,1.0,1
7.5,0.4,1.0,19.5,0.040999999999999995,33.0,148.0,0.0,1.0,0.38,1.0,1
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.0,1.0,0.59,1.0,1
7.0,0.13,0.3,5.0,0.055999999999999994,31.0,122.0,0.0,1.0,0.42,1.0,1
6.9,0.17,0.22,4.6,0.064,55.0,152.0,0.0,1.0,0.37,1.0,1
7.0,0.3,0.32,6.4,0.034,28.0,97.0,0.0,1.0,0.44,1.0,1
7.6,0.445,0.44,14.5,0.045,68.0,212.0,0.0,1.0,0.36,1.0,1
6.8,0.3,0.24,6.6,0.12300000000000001,35.0,116.0,0.0,1.0,0.48,1.0,0
7.5,0.22,0.33,6.7,0.036000000000000004,45.0,138.0,0.0,1.0,0.68,1.0,1
9.2,0.23,0.3,1.1,0.031,40.0,99.0,0.0,0.0,0.3,1.0,1
8.7,0.34,0.46,13.8,0.055,68.0,198.0,0.0,1.0,0.37,1.0,1
6.6,0.545,0.04,2.5,0.031,48.0,111.0,0.0,1.0,0.32,1.0,0
8.1,0.3,0.31,1.1,0.040999999999999995,49.0,123.0,0.0,0.0,0.45,1.0,1
6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.0,1.0,0.38,1.0,1
8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.0,1.0,0.47,1.0,1
6.1,0.22,0.23,3.1,0.052000000000000005,15.0,104.0,0.0,1.0,0.42,0.0,0
6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.0,1.0,0.38,1.0,1
7.5,0.15,0.38,1.8,0.054000000000000006,19.0,101.0,0.0,1.0,0.44,1.0,0
8.4,0.29,0.29,1.05,0.032,4.0,55.0,0.0,0.0,0.32,1.0,0
6.6,0.37,0.47,6.5,0.061,23.0,150.0,0.0,1.0,0.45,1.0,1
7.7,0.38,0.4,2.0,0.038,28.0,152.0,0.0,1.0,0.32,1.0,1
6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.0,1.0,0.35,1.0,1
8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.0,1.0,0.51,1.0,1
6.6,0.22,0.58,1.1,0.133,52.0,136.0,0.0,1.0,0.3,1.0,0
6.1,0.34,0.31,12.0,0.053,46.0,238.0,0.0,1.0,0.48,0.0,0
7.5,0.22,0.29,4.8,0.05,33.0,87.0,0.0,1.0,0.42,1.0,0
8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.0,1.0,0.51,1.0,1
8.0,0.27,0.24,1.2,0.044000000000000004,20.0,102.0,0.0,1.0,0.42,1.0,0
6.1,0.17,0.27,1.5,0.055999999999999994,45.0,135.0,0.0,1.0,0.43,1.0,1
7.4,0.18,0.3,10.4,0.045,44.0,174.0,0.0,1.0,0.57,1.0,1
6.7,0.16,0.28,2.5,0.046,40.0,153.0,0.0,1.0,0.51,1.0,1
6.1,0.255,0.44,12.3,0.045,53.0,197.0,0.0,1.0,0.54,1.0,1
7.4,0.23,0.25,1.4,0.049,43.0,141.0,0.0,1.0,0.54,1.0,1
6.4,0.16,0.28,2.2,0.042,33.0,93.0,0.0,1.0,0.43,1.0,1
6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.0,1.0,0.35,1.0,1
6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.0,1.0,0.43,1.0,0
6.9,0.29,0.23,8.6,0.055999999999999994,56.0,215.0,0.0,1.0,0.44,0.0,0
9.6,0.21,0.28,1.2,0.038,12.0,53.0,0.0,0.0,0.46,1.0,0
6.6,0.62,0.2,8.7,0.046,81.0,224.0,0.0,1.0,0.44,1.0,0
6.4,0.28,0.19,5.4,0.042,67.0,181.0,0.0,1.0,0.35,1.0,1
8.0,0.3,0.28,5.7,0.044000000000000004,31.0,124.0,0.0,1.0,0.51,1.0,1
6.4,0.17,0.27,1.5,0.037000000000000005,20.0,98.0,0.0,1.0,0.42,1.0,1
7.3,0.21,0.3,10.9,0.037000000000000005,18.0,112.0,0.0,1.0,0.5,1.0,1
6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.0,1.0,0.43,1.0,0
6.9,0.29,0.23,8.6,0.055999999999999994,56.0,215.0,0.0,1.0,0.44,0.0,0
6.6,0.32,0.26,7.7,0.054000000000000006,56.0,209.0,0.0,1.0,0.45,0.0,0
7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.0,1.0,0.69,0.0,0
6.6,0.37,0.07,1.4,0.048,58.0,144.0,0.0,1.0,0.38,1.0,0
7.7,0.43,0.28,4.5,0.046,33.0,102.0,0.0,1.0,0.56,1.0,1
7.8,0.39,0.26,9.9,0.059000000000000004,33.0,181.0,0.0,1.0,0.42,1.0,1
6.5,0.18,0.26,1.4,0.040999999999999995,40.0,141.0,0.0,1.0,0.72,1.0,1
7.8,0.4,0.26,9.5,0.059000000000000004,32.0,178.0,0.0,1.0,0.43,1.0,1
7.8,0.39,0.26,9.9,0.059000000000000004,33.0,181.0,0.0,1.0,0.42,1.0,1
